# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Wed Aug 27 04:51:00 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: luminosity functions
age     Z  magbinc 	 mbolmag  Gmag    G_BPmag  G_RPmag
1.3e+10 0.000196 -2.6750  2.3243e-06 2.3715e-06          0 3.6370e-06
1.3e+10 0.000196 -2.6250  2.3339e-06 2.4755e-06          0 3.7094e-06
1.3e+10 0.000196 -2.5750  2.4615e-06 2.5274e-06          0 3.7812e-06
1.3e+10 0.000196 -2.5250  2.4509e-06 2.6306e-06          0 3.9705e-06
1.3e+10 0.000196 -2.4750  2.6317e-06 2.7367e-06          0 4.0456e-06
1.3e+10 0.000196 -2.4250  2.7328e-06 2.7660e-06 5.5922e-07 4.1896e-06
1.3e+10 0.000196 -2.3750  2.8271e-06 2.8530e-06 1.8809e-06 4.2371e-06
1.3e+10 0.000196 -2.3250  2.8799e-06 2.9824e-06 2.2429e-06 4.5633e-06
1.3e+10 0.000196 -2.2750  3.0952e-06 3.0712e-06 2.0877e-06 4.5805e-06
1.3e+10 0.000196 -2.2250  3.2683e-06 3.2042e-06 2.1231e-06 4.6937e-06
1.3e+10 0.000196 -2.1750  3.3581e-06 3.4326e-06 2.1314e-06 4.9302e-06
1.3e+10 0.000196 -2.1250  3.5385e-06 3.5390e-06 2.0726e-06 5.0963e-06
1.3e+10 0.000196 -2.0750  3.6152e-06 3.7410e-06 2.6793e-06 5.3577e-06
1.3e+10 0.000196 -2.0250  3.8707e-06 3.7836e-06 2.9191e-06 5.2800e-06
1.3e+10 0.000196 -1.9750  3.8859e-06 3.8897e-06 2.9740e-06 5.7718e-06
1.3e+10 0.000196 -1.9250  4.0387e-06 4.1996e-06 3.2200e-06 5.7737e-06
1.3e+10 0.000196 -1.8750  4.1490e-06 4.1623e-06 3.3565e-06 6.1909e-06
1.3e+10 0.000196 -1.8250  4.3531e-06 4.4600e-06 3.4158e-06 6.5000e-06
1.3e+10 0.000196 -1.7750  4.4369e-06 4.3709e-06 3.4837e-06 6.6984e-06
1.3e+10 0.000196 -1.7250  4.5888e-06 4.7431e-06 3.8003e-06 7.0833e-06
1.3e+10 0.000196 -1.6750  4.7438e-06 4.7313e-06 3.7840e-06 7.3009e-06
1.3e+10 0.000196 -1.6250  4.8269e-06 4.9658e-06 3.9454e-06 7.6262e-06
1.3e+10 0.000196 -1.5750  5.0058e-06 5.1064e-06 4.2825e-06 7.9372e-06
1.3e+10 0.000196 -1.5250  5.2528e-06 5.3024e-06 4.4177e-06 8.1370e-06
1.3e+10 0.000196 -1.4750  5.3908e-06 5.2946e-06 4.3791e-06 8.4800e-06
1.3e+10 0.000196 -1.4250  5.4925e-06 5.7311e-06 4.7266e-06 8.8892e-06
1.3e+10 0.000196 -1.3750  6.0243e-06 5.6695e-06 4.8376e-06 8.9331e-06
1.3e+10 0.000196 -1.3250  5.9851e-06 6.1363e-06 4.8385e-06 9.0742e-06
1.3e+10 0.000196 -1.2750  6.3515e-06 6.1921e-06 4.9379e-06 1.5140e-05
1.3e+10 0.000196 -1.2250  6.6145e-06 6.8758e-06 5.2468e-06 2.5763e-05
1.3e+10 0.000196 -1.1750  6.9130e-06 6.8335e-06 5.4201e-06 2.0330e-05
1.3e+10 0.000196 -1.1250  7.0834e-06 7.3667e-06 5.6141e-06 1.0049e-05
1.3e+10 0.000196 -1.0750  7.5800e-06 7.3335e-06 5.5140e-06 8.8679e-06
1.3e+10 0.000196 -1.0250  7.7171e-06 8.2209e-06 5.8834e-06 8.8203e-06
1.3e+10 0.000196 -0.9750  8.2233e-06 8.0805e-06 6.0969e-06 9.3654e-06
1.3e+10 0.000196 -0.9250  8.3698e-06 8.7147e-06 6.1563e-06 8.9557e-06
1.3e+10 0.000196 -0.8750  8.8402e-06 8.5539e-06 6.5520e-06 9.9341e-06
1.3e+10 0.000196 -0.8250  9.0540e-06 9.3628e-06 6.7659e-06 9.6037e-06
1.3e+10 0.000196 -0.7750  9.1494e-06 9.4915e-06 7.0695e-06 1.0357e-05
1.3e+10 0.000196 -0.7250  9.1131e-06 9.3359e-06 7.5231e-06 1.0466e-05
1.3e+10 0.000196 -0.6750  2.6375e-05 1.0585e-05 7.8278e-06 1.1306e-05
1.3e+10 0.000196 -0.6250  2.2072e-05 3.3870e-05 8.0569e-06 1.1517e-05
1.3e+10 0.000196 -0.5750  1.3007e-05 1.6074e-05 8.5099e-06 1.2351e-05
1.3e+10 0.000196 -0.5250  9.9471e-06 1.0049e-05 8.8187e-06 1.2940e-05
1.3e+10 0.000196 -0.4750  8.8253e-06 9.7771e-06 9.4091e-06 1.4101e-05
1.3e+10 0.000196 -0.4250  9.0320e-06 8.8146e-06 9.5071e-06 1.5028e-05
